japanese,kana,english
僕の靴がどこにあるかわからない。,ぼく の くつ が どこ に ある か わからない。,I don't know where my shoes are.
この文の意味がわからないのですね？,この ぶん の いみ が わからない の です ね？,"You can't understand this sentence, can you?"
春になった。,はる に なった。,Spring is here.
雨は雪になった。,あめ は ゆき に なった。,The rain became snow.
トムは首になった。,トム は くび に なった。,Tom lost his job.
彼は不安になった。,かれ は ふあん に なった。,He felt uneasy.
彼は捕虜になった。,かれ は ほりょ に なった。,He was held in captivity.
彼は無罪になった。,かれ は むざい に なった。,He was acquitted.
彼らは輪になった。,かれら は わ に なった。,They formed themselves into a circle.
彼は有名になった。,かれ は ゆうめい に なった。,He became famous.
仕事クビになった。,しごと クビ に なった。,I was fired.
きれいになったね。,きれい に なった ね。,You're much prettier than I remember.
信号青になったよ。,しんごう あお に なった よ。,The light turned green.
彼は金持ちになった。,かれ は かねもち に なった。,He became rich.
雨が小やみになった。,あめ が こやみ に なった。,The rains entered a lull.
朝寝坊が癖になった。,あさねぼう が くせ に なった。,I took to sleeping late in the morning.
彼は仰向けになった。,かれ は あおむけ に なった。,He lay on his back.
彼は船乗りになった。,かれ は ふなのり に なった。,He became a sailor.
彼は中学生になった。,かれ は ちゅうがくせい に なった。,He entered junior high school.
彼は肺ガンになった。,かれ は はい ガン に なった。,He's got lung cancer.
彼らは捕虜になった。,かれら は ほりょ に なった。,They were taken prisoner.
